original_title,director,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
The Nanny Diaries,Shari Springer Berman|Robert Pulcini,Comedy|Drama|Romance,203,6.0,2007,21033371.6526309,50204658.9128544
Because I Said So,Michael Lehmann,Comedy,120,5.8,2007,0.0,73075706.78175841
The Great Debaters,Denzel Washington,Drama,74,6.6,2007,15775028.7394731,31787886.018897
Trick 'r Treat,Michael Dougherty,Horror|Thriller,191,6.6,2007,12620022.9915785,0.0
Jackass 2.5,Jeff Tremaine,Comedy|Documentary,83,6.1,2007,0.0,0.0
Doctor Strange,Frank Paur|Patrick Archibald|Jay Oliva|Dick Sebast,Action|Animation|Family|Fantasy|Science Fiction,45,6.6,2007,0.0,0.0
Freedom Writers,Richard LaGravenese,Crime|Drama,183,7.5,2007,22085040.2352624,43298020.05510949
Hotel Chevalier,Wes Anderson,Drama|Music,109,7.1,2007,0.0,0.0
The Invisible,David S. Goyer,Action|Adventure|Crime|Drama|Fantasy,70,5.9,2007,31550057.478946306,28195353.5389015
Across the Universe,Julie Taymor,Adventure|Drama|Music|Romance,255,6.8,2007,0.0,0.0
Mr. Woodcock,Craig Gillespie,Comedy|Romance,72,4.7,2007,23136708.817894,0.0
Hot Rod,Akiva Schaffer,Action|Comedy,179,6.1,2007,0.0,15075039.1825422
The Hunting Party,Richard Shepard,Action|Adventure|Thriller|Drama,47,6.8,2007,0.0,0.0
La terza madre,Dario Argento,Horror,32,4.6,2007,3680840.03921041,57786.0336098555
We Own the Night,James Gray,Drama|Crime|Thriller,162,6.4,2007,22085040.2352624,57764880.3479845
The Kite Runner,Marc Forster,Drama,223,7.3,2007,21033371.6526309,77062116.4893325
Vacancy,NimrÃ³d Antal,Horror|Thriller,181,5.9,2007,19981703.0699993,37124579.293129295
Dan in Real Life,Peter Hedges,Comedy|Romance|Drama,185,6.5,2007,26291714.5657886,71910846.0579097
Ex Drummer,Koen Mortier,Comedy|Crime|Drama|Thriller,24,6.5,2007,0.0,0.0
Sydney White,Joe Nussbaum,Comedy,112,5.9,2007,17352531.613420498,14323804.9705853
The Condemned,Scott Wiper,Action|Thriller,111,5.8,2007,0.0,9089422.22274571
Cassandra's Dream,Woody Allen,Crime|Drama|Thriller,108,6.1,2007,0.0,0.0
The Jane Austen Book Club,Robin Swicord,Comedy|Drama|Romance,58,6.2,2007,0.0,0.0
Captivity,Roland JoffÃ©,Crime|Horror|Thriller,64,4.5,2007,17878365.9047362,2762523.03285654
Goal! II: Living the Dream,Jaume Collet-Serra,Drama,72,5.7,2007,242304.44143830801,0.0
License to Wed,Ken Kwapis,Comedy,132,5.1,2007,36808400.3921041,72888230.030207
I Could Never Be Your Woman,Amy Heckerling,Comedy|Drama|Romance,44,5.3,2007,25240045.983157106,10071298.923228
Butterfly on a Wheel,Mike Barker,Crime|Drama|Thriller,59,6.1,2007,21033371.6526309,0.0
Reservation Road,Terry George,Drama|Crime|Thriller,33,6.7,2007,0.0,0.0
Michael Clayton,Tony Gilroy,Drama|Mystery|Crime,240,6.3,2007,26291714.5657886,97796591.3107566
Lars and the Real Girl,Craig Gillespie,Comedy|Romance|Drama,280,7.0,2007,12620022.9915785,11877190.5599283
Stuart: A Life Backwards,David Attwood,Drama,17,7.1,2007,0.0,0.0
Garfield Gets Real,Mark A.Z. DippÃ©|Kyung Ho Lee,Family|Animation|Comedy,14,5.6,2007,0.0,0.0
The Water Horse,Jay Russell,Fantasy|Adventure|Family,164,6.2,2007,47325086.2184195,108396998.369598
Death Sentence,James Wan,Action|Crime|Drama|Thriller,148,6.5,2007,21033371.6526309,17851505.2374672
The Death and Life of Bobby Z,John Herzfeld,Drama|Action|Thriller|Crime,61,5.6,2007,23136708.817894,434816.582163343
Blood and Chocolate,Katja von Garnier,Drama|Fantasy|Horror|Romance,47,5.6,2007,0.0,0.0
The 11th Hour,Nadia Conners|Leila Conners,Documentary,18,6.0,2007,0.0,0.0
I Want Candy,Stephen Surjik,Drama|Comedy,11,5.0,2007,0.0,0.0
Return to House on Haunted Hill,VÃ­ctor GarcÃ­a,Horror|Thriller,25,5.3,2007,0.0,0.0
Rogue,Greg McLean,Action|Horror|Thriller,55,6.0,2007,0.0,0.0
Black Water,David Nerlich|Andrew Traucki,Adventure|Drama|Horror,24,6.0,2007,736.168007842082,0.0
An American Crime,Tommy O'Haver,Crime|Drama,64,7.2,2007,2103337.16526309,0.0
Chapter 27,J.P. Schaefer,Drama,45,5.8,2007,0.0,0.0
The Lookout,Scott Frank,Crime|Drama|Thriller,93,6.7,2007,16826697.3221047,5644336.83304098
Contre-EnquÃªte,Franck Mancuso,Thriller,42,7.1,2007,0.0,0.0
Suburban Girl,Marc Klein,Comedy|Drama|Romance,19,5.1,2007,0.0,0.0
Boogeyman 2,Jeff Betancourt,Horror|Thriller,38,4.9,2007,4732508.62184195,0.0
Until Death,Simon Fellows,Action|Drama|Thriller,21,4.4,2007,10516685.8263154,0.0
Robot Chicken: Star Wars,Seth Green,Animation|Comedy|Science Fiction,31,6.2,2007,0.0,0.0
The Air I Breathe,Jieho Lee,Drama|Action|Thriller|Crime,44,6.0,2007,0.0,0.0
Timber Falls,Tony Giglio,Horror|Thriller,18,5.2,2007,2734338.31484201,0.0
Sicko,Michael Moore,Documentary,115,7.0,2007,9465017.24368391,25806383.1865957
Pathfinder,Marcus Nispel,Action,92,5.4,2007,47325086.2184195,32415434.540519103
Gone Baby Gone,Ben Affleck,Crime|Drama|Mystery,559,7.0,2007,19981703.0699993,36408449.778460704
The Savages,Tamara Jenkins,Drama,45,6.7,2007,0.0,0.0
Hellboy Animated: Blood and Iron,Victor Cook|Tad Stones,TV Movie|Fantasy|Animation|Horror|Action,12,6.7,2007,0.0,0.0
Wind Chill,Gregory Jacobs,Drama|Horror|Thriller,37,5.6,2007,6310011.49578927,0.0
Closing the Ring,Richard Attenborough,Drama|Romance,10,6.7,2007,24188377.4005255,0.0
Young People Fucking,Martin Gero,Comedy|Drama|Romance,26,6.2,2007,1577502.87394731,0.0
Shelter,Jonah Markowitz,Action|Drama|Romance,55,7.6,2007,0.0,0.0
Ten Inch Hero,David McKay,Comedy|Drama|Romance,21,6.9,2007,0.0,0.0
Walk Hard: The Dewey Cox Story,Jake Kasdan,Comedy|Music,93,6.5,2007,36808400.3921041,19263572.230018
Lissi und der wilde Kaiser,Michael Herbig,Animation|Comedy,38,5.9,2007,0.0,0.0
Boy A,John Crowley,Crime|Drama,68,7.0,2007,0.0,0.0
Meet Bill,Bernie Goldmann|Melisa Wallack,Comedy|Drama|Romance,50,5.9,2007,5258342.91315773,364499.91739143204
First Born,Isaac Webb,Drama|Horror|Thriller,11,4.6,2007,0.0,0.0
Manuale d'amore 2 (Capitoli successivi),Giovanni Veronesi,Comedy|Drama,26,4.6,2007,0.0,0.0
Things We Lost in the Fire,Susanne Bier,Drama,40,6.5,2007,16826697.3221047,2996353.128856
Death Defying Acts,Gillian Armstrong,Drama|Romance,31,5.4,2007,21033371.6526309,3744.9918227509297
WÎ”Z,Tom Shankland,Crime|Drama|Horror|Thriller,18,5.0,2007,0.0,0.0
The Babysitters,David Ross,Drama,38,5.3,2007,0.0,47169.4392681901
Married Life,Ira Sachs,Crime|Drama|Romance,17,6.2,2007,12620022.9915785,0.0
Firehouse Dog,Todd Holland,Adventure|Comedy|Family,24,6.2,2007,0.0,0.0
Sleuth,Kenneth Branagh,Thriller,72,6.5,2007,0.0,0.0
Tin Man,Nick Willing,Adventure|Fantasy|Science Fiction,26,6.8,2007,0.0,0.0
Bratz,Sean McNamara,Comedy,30,5.9,2007,0.0,0.0
The Last Mimzy,Robert Shaye,Adventure|Family,57,5.4,2007,0.0,28707871.602624
Highlander V: The Source,Brett Leonard,Action|Fantasy|Science Fiction,21,3.4,2007,13671691.5742101,0.0
Reign Over Me,Mike Binder,Drama,180,7.0,2007,21033371.6526309,23370503.157161605
Love in the Time of Cholera,Mike Newell,Drama|Romance,40,6.6,2007,47325086.2184195,4845676.57468177
Anamorph,Henry Miller,Crime|Thriller,22,5.3,2007,0.0,0.0
Redline,Andy Cheng,Action|Drama|Thriller,26,5.1,2007,27343383.1484202,0.0
Battle For Haditha,Nick Broomfield,Action|Adventure|Drama|History|War,22,6.0,2007,0.0,0.0
I'm Not There.,Todd Haynes,Drama|Music,96,6.5,2007,21033371.6526309,4207853.25100731
Nocturna,AdriÃ  GarcÃ­a|VÃ­ctor Maldonado,Animation,11,5.1,2007,0.0,0.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,Matt Maiellaro|Dave Willis,Animation|Comedy,19,6.6,2007,0.0,0.0
Gracie,Davis Guggenheim,Drama|Family,10,5.8,2007,9465017.24368391,3107721.67675094
Resurrecting the Champ,Rod Lurie,Drama,26,5.4,2007,0.0,0.0
Import/Export,Ulrich Seidl,Drama|Foreign,10,5.9,2007,0.0,0.0
Your Friend the Rat,Jim Capobianco,Animation|Adventure|Comedy|Family|Fantasy,41,6.6,2007,0.0,0.0
Bury My Heart At Wounded Knee,Yves Simoneau,Drama|History|Western,14,5.4,2007,0.0,0.0
Storm Warning,Jamie Blanks,Horror,18,5.4,2007,0.0,0.0
The Visitor,Tom McCarthy,Crime|Drama|Music,58,6.1,2007,0.0,9711644.04299683
Mansfield Park,Iain B. MacDonald,Drama,11,4.5,2007,0.0,0.0
Cleaner,Renny Harlin,Crime|Thriller|Mystery,93,5.8,2007,26291714.5657886,0.0
King of California,Mike Cahill,Comedy|Drama,50,6.3,2007,0.0,1080798.75070185
Earth,Alastair Fothergill|Mark Linfield,Documentary,102,7.5,2007,15775028.7394731,114631875.506838
The Dukes of Hazzard: The Beginning,Robert Berlinger,Action|Adventure|Comedy,34,4.7,2007,0.0,0.0
Jeff Dunham: Spark of Insanity,Michael Simon,Comedy,21,6.4,2007,0.0,0.0
Silk,FranÃ§ois Girard,Drama|Romance,33,5.2,2007,21033371.6526309,0.0
Interview,Steve Buscemi,Drama,20,6.3,2007,0.0,0.0
Flood,Tony Mitchell,Action|Thriller|Foreign,16,5.2,2007,0.0,0.0
How to Rob a Bank,Andrews Jenkins,Action|Comedy|Crime,15,6.0,2007,0.0,0.0
The Good Night,Jake Paltrow,Comedy|Drama|Romance|Fantasy|Music,16,5.5,2007,15775028.7394731,21433.0057140309
The Last Legion,Doug Lefler,Action|Adventure|Fantasy|War,120,4.9,2007,70461795.0363136,26610410.109732106
Prey,Darrell James Roodt,Adventure|Horror|Thriller,35,5.1,2007,0.0,0.0
FrontiÃ¨re(s),Xavier Gens,Drama|Horror|Action|Thriller,97,5.8,2007,3155005.74789463,0.0
White Noise 2: The Light,Patrick Lussier,Thriller|Drama|Horror|Fantasy,37,5.4,2007,0.0,0.0
In the Shadow of the Moon,David Sington,Documentary,13,6.2,2007,2103337.16526309,0.0
Whisper,Stewart Hendler,Crime|Drama|Horror|Thriller,28,5.7,2007,12620022.9915785,5558275.63791849
The Invincible Iron Man,Patrick Archibald|Jay Oliva,Animation|Action|Science Fiction,27,5.1,2007,0.0,5573843.48794719
Babylon 5: The Lost Tales - Voices in the Dark,J. Michael Straczynski|Sara Barnes,Action|Adventure|Science Fiction,16,6.4,2007,0.0,0.0
The Land Before Time XIII: The Wisdom of Friends,Jamie Mitchell,Family|Animation,12,6.2,2007,0.0,0.0
La HabitaciÃ³n de Fermat,Luis Piedrahita|Rodrigo SopeÃ±a,Mystery|Thriller,38,6.3,2007,0.0,0.0
L'Auberge rouge,GÃ©rard Krawczyk,Comedy,14,5.0,2007,0.0,0.0
The Cake Eaters,Mary Stuart Masterson,Drama|Romance,21,5.6,2007,0.0,0.0
Encounters at the End of the World,Werner Herzog,Documentary,38,6.7,2007,0.0,0.0
Blonde Ambition,Scott Marshall Smith,Comedy|Romance,16,3.8,2007,10516685.8263154,0.0
The Pixar Story,Leslie Iwerks,Documentary,42,7.3,2007,0.0,0.0
My Blueberry Nights,Wong Kar-wai,Drama|Romance,110,6.2,2007,10516685.8263154,22912427.872624803
You Kill Me,John Dahl,Comedy|Crime|Thriller|Romance,33,6.1,2007,4206674.33052618,2552242.95142795
Barbie Fairytopia: Magic of the Rainbow,William Lau,Animation|Family|Fantasy|Romance,22,6.3,2007,0.0,0.0
Naam yi boon sik,Benny Chan,Action,19,6.5,2007,0.0,0.0
Youth Without Youth,Francis Ford Coppola,Fantasy|Drama|Mystery,20,6.6,2007,0.0,0.0
BloodRayne II: Deliverance,Uwe Boll,Action|Horror|Western,31,3.3,2007,10516685.8263154,0.0
Joe Strummer: The Future Is Unwritten,Julien Temple,Music|Documentary,13,7.2,2007,0.0,0.0
Persuasion,Adrian Shergold,Drama|Romance,26,6.5,2007,0.0,0.0
Evening,Lajos Koltai,Drama|Romance,27,5.4,2007,0.0,0.0
Gabriel,Shane Abbess,Fantasy|Horror|Action|Science Fiction,37,5.1,2007,0.0,0.0
Seed,Uwe Boll,Horror,12,3.4,2007,10516685.8263154,0.0
Rise of the Footsoldier,Julian Gilbey,Action|Adventure|Crime|Drama|Thriller,32,7.3,2007,4206674.33052618,0.0
The Darjeeling Limited,Wes Anderson,Adventure|Drama|Comedy,488,7.2,2007,16826697.3221047,25636683.8407651
Broken English,Zoe R. Cassavetes,Comedy|Drama|Romance,11,6.6,2007,2103337.16526309,0.0
Stomp the Yard,Sylvain White,Drama|Music,57,6.1,2007,13671691.5742101,79412675.69832629
Virgin Territory,David Leland,Adventure|Action|Comedy|Romance,45,4.5,2007,39963406.139998704,5690314.73180505
Die FÃ¤lscher,Stefan Ruzowitzky,Drama|Crime|War,78,6.9,2007,0.0,0.0
Hallam Foe,David Mackenzie,Drama|Comedy|Thriller,25,6.7,2007,8413348.66105236,63774.2345193595
Boarding Gate,Olivier Assayas,Drama|Thriller,10,5.3,2007,0.0,0.0
Sex and Death 101,Daniel Waters,Comedy|Romance|Drama,36,5.5,2007,0.0,0.0
Gruz 200,Aleksey Balabanov,Drama|Thriller|Foreign,15,6.9,2007,0.0,127387.563745576
Pigs,Karl DiPelino,Comedy,12,4.1,2007,0.0,0.0
Dead Silence,James Wan,Horror,264,6.2,2007,21033371.6526309,23365348.929438107
Postal,Uwe Boll,Action|Comedy,42,5.3,2007,0.0,0.0
Welcome,Anees Bazmee,Drama|Action|Comedy|Romance,16,6.9,2007,0.0,38385903.2660514
Botched,Kit Ryan,Comedy|Crime|Horror|Thriller,13,6.4,2007,0.0,0.0
Une vieille maÃ®tresse,Catherine Breillat,Drama|Romance,10,6.7,2007,6835845.78710505,0.0
Superman: Doomsday,Lauren Montgomery|Bruce Timm,Action|Animation|Science Fiction,78,6.4,2007,3680840.03921041,0.0
Joshua,George Ratliff,Drama|Thriller|Horror,32,6.2,2007,0.0,757167.726100069
The Girl in the Park,David Auburn,Drama,11,6.2,2007,0.0,0.0
Savage Grace,Tom Kalin,Drama,24,6.1,2007,4837675.48010511,0.0
Perfect Creature,Glenn Standring,Fantasy|Action|Horror|Science Fiction|Drama,10,5.4,2007,0.0,0.0
The Signal,David Bruckner|Dan Bush|Jacob Gentry,Horror|Action|Thriller|Science Fiction,28,5.9,2007,52583.429131577315,262817.23714253603
Barbie as the Island Princess,Greg Richardson,Animation|Family,48,6.1,2007,0.0,0.0
Outpost,Steve Barker,Action|Adventure|Horror,28,5.6,2007,0.0,0.0
The Contractor,Josef Rusnak,Action|Adventure|Drama|Thriller,19,5.3,2007,0.0,0.0
Cougar Club,Christopher Duddy,Comedy,10,3.6,2007,0.0,0.0
Nancy Drew,Andrew Fleming,Action|Adventure|Crime|Family|Mystery,86,5.6,2007,0.0,0.0
Lake Placid 2,David Flores,Horror|Science Fiction,15,3.6,2007,0.0,0.0
St. Trinian's,Barnaby Thompson|Oliver Parker,Comedy|Family|Science Fiction,99,5.4,2007,0.0,0.0
After Sex,Eric Amadio,Comedy|Romance,32,5.3,2007,867626.580671025,0.0
Delta Farce,C.B. Harding,Action|Adventure|Comedy,25,4.6,2007,12.6200229915785,0.0
The Ten,David Wain,Comedy,33,4.8,2007,0.0,0.0
Rise: Blood Hunter,Sebastian Gutierrez,Action|Adventure|Horror|Thriller,27,4.9,2007,0.0,0.0
Battle in Seattle,Stuart Townsend,Action|Drama,37,6.4,2007,8413348.66105236,955805.836318932
Teeth,Mitchell Lichtenstein,Comedy|Horror,94,5.2,2007,0.0,0.0
The Comebacks,Tom Brady,Comedy,25,5.2,2007,15775028.7394731,0.0
Pars vite et reviens tard,RÃ©gis Wargnier,Thriller|Crime|Drama,10,5.8,2007,0.0,0.0
Smiley Face,Gregg Araki,Comedy,33,6.6,2007,0.0,9221.030132513391
Stuck,Stuart Gordon,Crime|Horror|Mystery|Thriller,13,5.7,2007,5258342.91315773,0.0
The Poughkeepsie Tapes,John Erick Dowdle,Horror|Thriller,26,5.1,2007,0.0,0.0
Trade,Marco Kreuzpaintner,Drama|Thriller,29,7.2,2007,12620022.9915785,0.0
Helvetica,Gary Hustwit,Documentary,50,7.3,2007,0.0,0.0
Boy Culture,Q. Allan Brocka,Drama|Romance,18,5.4,2007,525834.2913157729,231525.890134917
Son of Rambow,Garth Jennings,Comedy,62,6.7,2007,4206674.33052618,7225225.02815579
I Think I Love My Wife,Chris Rock,Comedy|Romance,22,5.3,2007,11568354.408947,13878076.2752086
Gekijouban Clannad,Osamu Dezaki,Animation|Drama,13,7.2,2007,0.0,0.0
Arn: Tempelriddaren,Peter Flinth,Action|Adventure|Drama|Romance,42,6.3,2007,26291714.5657886,0.0
The King of Kong,Seth Gordon,Documentary,68,7.9,2007,0.0,0.0
Louis C.K.: Shameless,Steven J. Santos,Comedy,26,7.3,2007,0.0,0.0
MoliÃ¨re,Laurent Tirard,Drama|Comedy|Romance|Foreign,25,6.5,2007,0.0,0.0
December Boys,Rod Hardy,Drama|Romance,42,5.8,2007,4206674.33052618,48875.2457092184
Kickin' It Old Skool,Harvey Glazer,Comedy,13,4.1,2007,0.0,0.0
Creepshow 3,Ana Clavell|James Glenn Dudelson,Horror|Science Fiction,11,4.2,2007,0.0,0.0
Hannibal Rising,Peter Webber,Crime|Drama|Thriller,423,6.0,2007,52583429.1315773,86415485.4412785
Taxi to the Dark Side,Alex Gibney,Documentary,21,5.2,2007,1051668.58263154,288852.344574163
Lezioni di cioccolato,Claudio Cupellini,Comedy,22,5.5,2007,0.0,0.0
Borderland,Zev Berman,Crime|Horror|Thriller,26,5.3,2007,0.0,0.0
Urban Justice,Don E. FauntLeRoy,Adventure|Action|Thriller,14,5.4,2007,12620022.9915785,0.0
"Chill Out, Scooby-Doo!",Joe Sichta,Action|Adventure|Animation|Family|Mystery,12,6.4,2007,0.0,0.0
Zeitgeist,Peter Joseph,Documentary|History,104,6.9,2007,7361680.07842082,0.0
Straightheads,Dan Reed,Thriller,20,4.8,2007,0.0,0.0
The Brothers Solomon,Bob Odenkirk,Comedy,22,4.9,2007,0.0,0.0
Jesse Stone: Sea Change,Robert Harmon,Drama|Thriller|Crime,10,5.9,2007,0.0,0.0
The Color of Freedom,Bille August,Drama|History|Foreign,22,7.0,2007,31550057.478946306,0.0
Balls of Fury,Ben Garant,Comedy|Crime,83,5.0,2007,0.0,43221543.7674491
The Three Investigators and The Secret Of Skeleton Island,Florian Baxmeyer|Jan Sebastian Ballhaus,Mystery|Adventure|Family,15,6.3,2007,11568354.408947,0.0
Jack Brooks: Monster Slayer,Jon Knautz,Action|Comedy|Horror,20,5.4,2007,0.0,0.0
The Flock,Andrew Lau,Crime|Drama|Mystery|Thriller,29,5.8,2007,0.0,0.0
Murder Party,Jeremy Saulnier,Comedy|Horror,15,5.0,2007,0.0,0.0
Why Did I Get Married?,Tyler Perry,Comedy|Drama,20,6.3,2007,15775028.7394731,58036037.31698729
Shrooms,Paddy Breathnach,Horror|Foreign,48,4.6,2007,0.0,5164409.97869424
Catacombs,Tomm Coker|David Elliot,Horror|Thriller,25,4.4,2007,0.0,0.0
Grace is Gone,Jim Strouse,Drama,17,5.9,2007,0.0,0.0
Hellphone,James Huth,Fantasy|Comedy|Mystery,29,4.0,2007,0.0,0.0
Gabriel Iglesias: Hot and Fluffy,Manny Rodriguez,Comedy,13,6.7,2007,0.0,0.0
Ji jie hao,Feng Xiaogang,Action|History,22,7.3,2007,16826697.3221047,36584352.91726021
Fallen,Mikael Salomon,TV Movie|Drama|Fantasy,19,6.5,2007,0.0,0.0
Eichmann,Roger Young,Drama|Foreign|History,12,5.6,2007,8413348.66105236,0.0
Live!,Bill Guttentag,Thriller,27,5.6,2007,0.0,0.0
The Haunting Hour: Don't Think About It,Alex Zamm,Fantasy|Horror|Family,15,5.1,2007,3155005.74789463,0.0
Oliver Twist,Coky Giedroyc,Adventure|Family,16,5.8,2007,0.0,0.0
The Deaths of Ian Stone,Dario Piana,Horror|Thriller,35,4.7,2007,0.0,0.0
Eagle vs Shark,Taika Waititi,Comedy|Romance,35,6.9,2007,0.0,0.0
Primeval,Michael Katleman,Adventure,18,4.5,2007,0.0,11145303.8948861
Eden Log,Franck Vestiel,Action|Adventure|Drama|Horror|Science Fiction,36,4.7,2007,0.0,0.0
Highlander: The Search for Vengeance,Yoshiaki Kawajiri,Action|Animation|Fantasy|Science Fiction,16,6.9,2007,0.0,0.0
Angel,FranÃ§ois Ozon,Drama|Romance|Foreign,21,5.2,2007,15775028.7394731,0.0
Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,Theo Angelopoulos|Olivier Assayas|Bille August|Jane Campion|Youssef Chahine|Chen Kaige|Michael Cimino|Ethan Coen|Joel Coen|David Cronenberg|Jean-Pierre Dardenne|Luc Dardenne|Manoel de Oliveira|Raymond Depardon|Atom Egoyan|Amos Gitai|Alejandro GonzÃ¡lez IÃ±Ã¡rritu|Hou Hsiao-Hsien|Aki KaurismÃ¤ki|Abbas Kiarostami|Takeshi Kitano|Andrei Konchalovsky|Claude Lelouch|Ken Loach|David Lynch|Nanni Moretti|Roman Polanski|RaÃºl Ruiz|Walter Salles|Elia Suleiman|Tsai Ming-Liang|Gus Van Sant|Lars von Trier|Wim Wenders|Wong Kar-wai|Zhang Yimou,Comedy|Drama,10,7.4,2007,0.0,0.0
Irina Palm,Sam Garbarski,Drama,17,7.0,2007,0.0,0.0
Paranoid Park,Gus Van Sant,Mystery|Crime|Drama,60,6.4,2007,0.0,511133.016199166
End of the Line,Maurice Devereaux,Horror|Thriller,10,4.2,2007,0.0,0.0
La ragazza del lago,Andrea Molaioli,Mystery|Thriller,10,5.6,2007,0.0,0.0
La Antena,Esteban Sapir,Drama|Foreign|Science Fiction,10,7.3,2007,0.0,0.0
A Dog's Breakfast,David Hewlett,Comedy,11,4.9,2007,126200.229915785,0.0
The Tracey Fragments,Bruce McDonald,Drama,17,5.9,2007,736168.0078420821,33207.4871651737
Heima,Dean DeBlois,Music,13,6.9,2007,0.0,0.0
In Tranzit,Tom Roberts,Drama|Romance|War|Foreign,10,5.4,2007,0.0,0.0
Daddy's Little Girls,Tyler Perry,Comedy|Drama|Romance,13,6.7,2007,10516685.8263154,33242447.7838661
Jump In!,Paul Hoen,Drama|Comedy|Romance,45,5.4,2007,0.0,0.0
The Beautiful Ordinary,Jess Manafort,Comedy|Drama,11,5.5,2007,0.0,0.0
Talk to Me,Kasi Lemmons,Drama,15,6.9,2007,0.0,5025267.91520059
Hounddog,Deborah Kampmeier,Drama|Family,11,6.2,2007,0.0,0.0
Daniel Tosh: Completely Serious,Manny Rodriguez,Comedy,10,6.6,2007,0.0,0.0
Enfin veuve,Isabelle Mergault,Comedy,10,4.6,2007,0.0,0.0
Futurama: Bender's Big Score,Dwayne Carey-Hill,Animation|Comedy|Science Fiction,106,7.3,2007,0.0,0.0
Sublime,Tony Krantz,Horror|Thriller,11,5.1,2007,0.0,0.0
Les Deux mondes,Daniel Cohen,Comedy|Fantasy,19,4.3,2007,0.0,0.0
Transmorphers,Leigh Scott,Action|Adventure|Science Fiction,10,1.5,2007,0.0,0.0
The Secret Life of Brian,Will Yapp,Documentary,10,7.2,2007,0.0,0.0
Super High Me,Michael Blieden,Comedy|Documentary,37,5.8,2007,0.0,0.0
The Mad,John Kalangis,Comedy|Horror|Thriller,11,6.3,2007,0.0,0.0
My Name Is Bruce,Bruce Campbell,Comedy|Horror,41,6.0,2007,1577502.87394731,182008.07492171106
September Dawn,Christopher Cain,Drama|Action|History|Western|Romance,11,5.7,2007,11568354.408947,0.0
Full of It,Christian Charles,Comedy|Family|Drama,15,5.0,2007,0.0,0.0
Flight of the Living Dead: Outbreak on a Plane,Scott Thomas,Horror|Action,10,5.2,2007,0.0,0.0
Jacquou Le Croquant,Laurent Boutonnat,Adventure|Drama,16,6.4,2007,0.0,0.0
In Search of a Midnight Kiss,Alex Holdridge,Comedy|Drama|Romance,14,5.5,2007,26291.7145657886,0.0
The Go-Getter,Martin Hynes,Comedy,10,6.3,2007,0.0,0.0
This Christmas,Preston A. Whitmore II,Comedy|Drama,22,7.0,2007,13671691.5742101,0.0
Return of the Ghostbusters,Hank Braxtan,Comedy|Fantasy|Science Fiction,13,5.5,2007,0.0,0.0
Reno 911!: Miami,Ben Garant,Action|Adventure|Comedy|Crime,34,5.8,2007,10516685.8263154,21393211.6265327
Ballet Shoes,Sandra Goldbacher,Drama|Family,52,6.2,2007,0.0,0.0
Johnny Kapahala - Back on Board,Eric Bross,Comedy|Drama|Family|TV Movie,14,4.8,2007,0.0,0.0
Shotgun Stories,Jeff Nichols,Drama|Thriller,21,6.4,2007,0.0,0.0
Joy Division,Grant Gee,Documentary,14,7.8,2007,0.0,0.0
Steak,Quentin Dupieux,Comedy|Science Fiction,30,5.2,2007,0.0,0.0
Validation,Kurt Kuenne,Comedy|Romance,10,6.1,2007,0.0,0.0
I'm Reed Fish,Zackary Adler,Comedy|Romance,15,6.0,2007,0.0,0.0
The Gene Generation,Pearry Reginald Teo,Action|Science Fiction,23,4.8,2007,2629171.45657886,0.0
It's a Free World...,Ken Loach,Drama,13,5.5,2007,0.0,0.0
Holiday in Handcuffs,Ron Underwood,TV Movie|Comedy|Romance|Family,32,6.1,2007,0.0,0.0
How to Hook Up Your Home Theater,Kevin Deters|Stevie Wermers,Animation|Comedy,11,7.8,2007,0.0,0.0
Code Name: The Cleaner,Les Mayfield,Action|Comedy|Crime,45,4.9,2007,21033371.6526309,10871599.7845762
Zach Galifianakis: Live at the Purple Onion,Michael Blieden,Comedy,17,7.3,2007,0.0,0.0
They Wait,Ernie Barbarash,Horror|Mystery|Thriller,13,5.0,2007,0.0,0.0
Michou d'Auber,Thomas Gilou,Drama|Thriller,11,5.8,2007,0.0,0.0
Heyy Babyy,Sajid Khan,Drama|Comedy|Romance|Foreign,13,6.4,2007,0.0,12620022.9915785
He Was a Quiet Man,Frank A. Cappello,Romance|Comedy|Drama,29,6.4,2007,0.0,0.0
On the Doll,Thomas Mignone,Crime|Drama|Thriller,10,7.4,2007,0.0,0.0
Brand Upon the Brain! A Remembrance in 12 Chapters,Guy Maddin,Drama|Fantasy,12,6.3,2007,0.0,0.0
Magicians,Andrew O'Connor,Drama|Comedy|Foreign,10,5.8,2007,0.0,1842563.3201766
Le prix Ã  payer,Alexandra LeclÃ¨re,Comedy,19,5.4,2007,0.0,0.0
Steel Trap,Luis CÃ¡mara,Horror|Thriller|Foreign,10,4.2,2007,0.0,0.0
Partner,David Dhawan,Comedy|Foreign|Romance,10,6.2,2007,464723.93331621896,1083613.01582897
Fallen: The Destiny,Mikael Salomon,Adventure|Fantasy|Drama|Action|Science Fiction,13,7.0,2007,0.0,0.0
Margot at the Wedding,Noah Baumbach,Comedy|Drama,39,5.9,2007,10516685.8263154,0.0
Namastey London,Vipul Amrutlal Shah,Drama|Foreign|Romance,15,6.6,2007,0.0,0.0
Buried Alive,Robert Kurtzman,Action|Adventure|Horror|Thriller,12,2.9,2007,0.0,0.0
